gun,saat,cinsiyet,bolge,uyelik_tipi,uye_sayisi,memnuniyet
Carsamba,14:00,Erkek,Grup Stüdyosu,VIP,1,9.4
Carsamba,14:00,Erkek,SPA & Sauna,Ogrenci,9,8.4
Carsamba,14:00,Kadin,Agirlik Istasyonu,Ogrenci,13,8.1
Carsamba,14:00,Kadin,Kardiyo,VIP,18,9.1
Carsamba,14:00,Kadin,Yuzme Havuzu,Premium,13,8.7
Carsamba,14:00,Kadin,Grup Stüdyosu,Standart,15,8.8
Carsamba,14:00,Kadin,SPA & Sauna,Standart,15,7.9
Carsamba,15:00,Erkek,Agirlik Istasyonu,Standart,24,7.9
Carsamba,15:00,Erkek,Kardiyo,Ogrenci,12,7.4
Carsamba,15:00,Erkek,Yuzme Havuzu,VIP,15,9.0
Carsamba,15:00,Erkek,Grup Stüdyosu,Standart,11,6.7
Carsamba,15:00,Erkek,SPA & Sauna,Standart,5,7.4
Carsamba,15:00,Kadin,Agirlik Istasyonu,VIP,10,8.3
Carsamba,15:00,Kadin,Kardiyo,Standart,25,8.0
Carsamba,15:00,Kadin,Yuzme Havuzu,Ogrenci,3,7.0
Carsamba,15:00,Kadin,Grup Stüdyosu,Ogrenci,17,7.3
Carsamba,15:00,Kadin,SPA & Sauna,VIP,5,8.9
Carsamba,16:00,Erkek,Agirlik Istasyonu,Standart,6,8.7
Carsamba,16:00,Erkek,Kardiyo,Standart,4,7.3
Carsamba,16:00,Erkek,Yuzme Havuzu,VIP,10,6.6
Carsamba,16:00,Erkek,Grup Stüdyosu,Ogrenci,15,8.6
Carsamba,16:00,Erkek,SPA & Sauna,Premium,4,6.9
Carsamba,16:00,Kadin,Agirlik Istasyonu,VIP,13,7.8
Carsamba,16:00,Kadin,Kardiyo,Ogrenci,13,7.4
Carsamba,16:00,Kadin,Yuzme Havuzu,Premium,15,7.4
Carsamba,16:00,Kadin,Grup Stüdyosu,Standart,12,7.9
Carsamba,16:00,Kadin,SPA & Sauna,VIP,1,8.8
Carsamba,17:00,Erkek,Agirlik Istasyonu,Ogrenci,26,7.5
Carsamba,17:00,Erkek,Kardiyo,Standart,6,8.9
Carsamba,17:00,Erkek,Yuzme Havuzu,Standart,22,6.7
Carsamba,17:00,Erkek,Grup Stüdyosu,Ogrenci,7,7.4
Carsamba,17:00,Erkek,SPA & Sauna,VIP,20,7.5
Carsamba,17:00,Kadin,Agirlik Istasyonu,Standart,9,7.0
Carsamba,17:00,Kadin,Kardiyo,Premium,24,8.1
Carsamba,17:00,Kadin,Yuzme Havuzu,VIP,11,7.4
Carsamba,17:00,Kadin,Grup Stüdyosu,Ogrenci,17,8.3
Carsamba,17:00,Kadin,SPA & Sauna,Premium,20,6.4
Carsamba,18:00,Erkek,Agirlik Istasyonu,VIP,19,6.2
Carsamba,18:00,Erkek,Kardiyo,Standart,17,7.7
Carsamba,18:00,Erkek,Yuzme Havuzu,Standart,15,8.7
Carsamba,18:00,Erkek,Grup Stüdyosu,Ogrenci,14,7.9
Carsamba,18:00,Erkek,SPA & Sauna,VIP,20,8.9
Carsamba,18:00,Kadin,Agirlik Istasyonu,Premium,8,8.5
Carsamba,18:00,Kadin,Kardiyo,Standart,27,7.3
Carsamba,18:00,Kadin,Yuzme Havuzu,Ogrenci,12,6.5
Carsamba,18:00,Kadin,Grup Stüdyosu,Standart,34,5.6
Carsamba,18:00,Kadin,SPA & Sauna,Premium,8,7.7
Carsamba,19:00,Erkek,Agirlik Istasyonu,Ogrenci,34,5.7
Carsamba,19:00,Erkek,Kardiyo,Premium,21,6.5
Carsamba,19:00,Erkek,Yuzme Havuzu,VIP,23,7.2
Carsamba,19:00,Erkek,Grup Stüdyosu,Ogrenci,10,7.6
Carsamba,19:00,Erkek,SPA & Sauna,Premium,15,8.1
Carsamba,19:00,Kadin,Agirlik Istasyonu,Ogrenci,19,8.2
Carsamba,19:00,Kadin,Kardiyo,Standart,19,7.3
Carsamba,19:00,Kadin,Yuzme Havuzu,Ogrenci,10,7.0
Carsamba,19:00,Kadin,Grup Stüdyosu,Standart,16,6.8
Carsamba,19:00,Kadin,SPA & Sauna,Standart,9,7.9
Carsamba,20:00,Erkek,Agirlik Istasyonu,Ogrenci,23,8.2
Carsamba,20:00,Erkek,Kardiyo,VIP,7,8.6
Carsamba,20:00,Erkek,Yuzme Havuzu,Standart,23,6.3
Carsamba,20:00,Erkek,Grup Stüdyosu,VIP,20,6.5
Carsamba,20:00,Erkek,SPA & Sauna,Ogrenci,14,7.6
Carsamba,20:00,Kadin,Agirlik Istasyonu,Ogrenci,18,7.2
Carsamba,20:00,Kadin,Kardiyo,VIP,32,6.8
Carsamba,20:00,Kadin,Yuzme Havuzu,Ogrenci,22,8.0
Carsamba,20:00,Kadin,Grup Stüdyosu,VIP,28,8.5
Carsamba,20:00,Kadin,SPA & Sauna,Premium,11,9.3
Carsamba,21:00,Erkek,Agirlik Istasyonu,Ogrenci,14,9.0
Carsamba,21:00,Erkek,Kardiyo,VIP,15,7.0
Carsamba,21:00,Erkek,Yuzme Havuzu,Premium,6,8.6
Carsamba,21:00,Erkek,Grup Stüdyosu,Premium,14,7.7
Carsamba,21:00,Erkek,SPA & Sauna,Premium,15,8.2
Carsamba,21:00,Kadin,Agirlik Istasyonu,Standart,2,9.6
Carsamba,21:00,Kadin,Kardiyo,VIP,13,7.9
Carsamba,21:00,Kadin,Yuzme Havuzu,Premium,6,7.4
Carsamba,21:00,Kadin,Grup Stüdyosu,Standart,16,8.5
Carsamba,21:00,Kadin,SPA & Sauna,Premium,13,7.2
Carsamba,22:00,Erkek,Agirlik Istasyonu,Premium,10,8.6
Carsamba,22:00,Erkek,Kardiyo,VIP,9,8.4
Carsamba,22:00,Erkek,Yuzme Havuzu,Ogrenci,14,6.5
Carsamba,22:00,Erkek,Grup Stüdyosu,VIP,5,8.7
Carsamba,22:00,Erkek,SPA & Sauna,Ogrenci,14,7.3
Carsamba,22:00,Kadin,Agirlik Istasyonu,Ogrenci,13,7.3
Carsamba,22:00,Kadin,Kardiyo,Standart,13,7.3
Carsamba,22:00,Kadin,Yuzme Havuzu,Premium,12,8.7
Carsamba,22:00,Kadin,Grup Stüdyosu,Ogrenci,13,7.2
Carsamba,22:00,Kadin,SPA & Sauna,Premium,4,8.7
Persembe,07:00,Erkek,Agirlik Istasyonu,Premium,12,9.3
Persembe,07:00,Erkek,Kardiyo,Ogrenci,14,7.8
Persembe,07:00,Erkek,Yuzme Havuzu,VIP,14,8.5
Persembe,07:00,Erkek,Grup Stüdyosu,Ogrenci,5,9.7
Persembe,07:00,Erkek,SPA & Sauna,VIP,9,8.0
Persembe,07:00,Kadin,Agirlik Istasyonu,VIP,7,7.3
Persembe,07:00,Kadin,Kardiyo,Premium,24,8.8
Persembe,07:00,Kadin,Yuzme Havuzu,Ogrenci,13,7.7
Persembe,07:00,Kadin,Grup Stüdyosu,Ogrenci,23,7.8
Persembe,07:00,Kadin,SPA & Sauna,Ogrenci,13,7.0
Persembe,08:00,Erkek,Agirlik Istasyonu,Ogrenci,15,8.3
Persembe,08:00,Erkek,Kardiyo,Premium,13,9.3
Persembe,08:00,Erkek,Yuzme Havuzu,Premium,8,9.5
Persembe,08:00,Erkek,Grup Stüdyosu,Premium,13,8.0
Persembe,08:00,Erkek,SPA & Sauna,Standart,11,7.7
Persembe,08:00,Kadin,Agirlik Istasyonu,Standart,6,6.8
Persembe,08:00,Kadin,Kardiyo,Premium,28,7.1
Persembe,08:00,Kadin,Yuzme Havuzu,Ogrenci,15,7.4
Persembe,08:00,Kadin,Grup Stüdyosu,Standart,19,8.4
Persembe,08:00,Kadin,SPA & Sauna,Standart,10,6.9
Persembe,09:00,Erkek,Agirlik Istasyonu,Premium,14,6.9
Persembe,09:00,Erkek,Kardiyo,VIP,3,7.5
Persembe,09:00,Erkek,Yuzme Havuzu,VIP,12,7.8
Persembe,09:00,Erkek,Grup Stüdyosu,VIP,1,9.9
Persembe,09:00,Erkek,SPA & Sauna,VIP,15,8.8
Persembe,09:00,Kadin,Agirlik Istasyonu,Ogrenci,3,7.0
Persembe,09:00,Kadin,Kardiyo,Premium,19,6.5
Persembe,09:00,Kadin,Yuzme Havuzu,VIP,7,7.8
Persembe,09:00,Kadin,Grup Stüdyosu,Ogrenci,15,6.5
Persembe,09:00,Kadin,SPA & Sauna,Standart,2,9.0
Persembe,10:00,Erkek,Agirlik Istasyonu,VIP,18,6.5
Persembe,10:00,Erkek,Kardiyo,Ogrenci,5,8.7
Persembe,10:00,Erkek,Yuzme Havuzu,VIP,12,8.1
Persembe,10:00,Erkek,Grup Stüdyosu,VIP,4,9.2
Persembe,10:00,Erkek,SPA & Sauna,VIP,2,9.6
Persembe,10:00,Kadin,Agirlik Istasyonu,VIP,3,9.5
Persembe,10:00,Kadin,Kardiyo,Ogrenci,20,8.9
Persembe,10:00,Kadin,Yuzme Havuzu,Standart,8,7.9
Persembe,10:00,Kadin,Grup Stüdyosu,Ogrenci,18,6.6
Persembe,10:00,Kadin,SPA & Sauna,Premium,5,8.8
Persembe,11:00,Erkek,Agirlik Istasyonu,Standart,13,8.2
Persembe,11:00,Erkek,Kardiyo,Standart,5,8.5
Persembe,11:00,Erkek,Yuzme Havuzu,Premium,14,6.8
Persembe,11:00,Erkek,Grup Stüdyosu,Premium,14,6.4
Persembe,11:00,Erkek,SPA & Sauna,Standart,6,9.4
Persembe,11:00,Kadin,Agirlik Istasyonu,Ogrenci,15,7.7
Persembe,11:00,Kadin,Kardiyo,VIP,26,8.0
Persembe,11:00,Kadin,Yuzme Havuzu,Ogrenci,5,8.5
Persembe,11:00,Kadin,Grup Stüdyosu,Standart,12,8.7
Persembe,11:00,Kadin,SPA & Sauna,Premium,2,7.6
Persembe,12:00,Erkek,Agirlik Istasyonu,Standart,14,6.4
Persembe,12:00,Erkek,Kardiyo,Ogrenci,2,7.2
Persembe,12:00,Erkek,Yuzme Havuzu,Standart,5,8.7
Persembe,12:00,Erkek,Grup Stüdyosu,VIP,10,9.5
Persembe,12:00,Erkek,SPA & Sauna,Ogrenci,8,8.9
Persembe,12:00,Kadin,Agirlik Istasyonu,VIP,8,8.7
Persembe,12:00,Kadin,Kardiyo,Premium,21,7.6
Persembe,12:00,Kadin,Yuzme Havuzu,VIP,9,9.2
Persembe,12:00,Kadin,Grup Stüdyosu,Ogrenci,15,6.6
Persembe,12:00,Kadin,SPA & Sauna,Ogrenci,13,9.0
Persembe,13:00,Erkek,Agirlik Istasyonu,Premium,23,7.6
Persembe,13:00,Erkek,Kardiyo,Standart,13,9.0
Persembe,13:00,Erkek,Yuzme Havuzu,Premium,1,7.7
Persembe,13:00,Erkek,Grup Stüdyosu,Ogrenci,6,8.5
Persembe,13:00,Erkek,SPA & Sauna,Premium,14,7.2
Persembe,13:00,Kadin,Agirlik Istasyonu,Ogrenci,13,7.0
Persembe,13:00,Kadin,Kardiyo,Ogrenci,22,6.3
Persembe,13:00,Kadin,Yuzme Havuzu,Ogrenci,10,9.1
Persembe,13:00,Kadin,Grup Stüdyosu,Premium,12,6.5
Persembe,13:00,Kadin,SPA & Sauna,Standart,2,7.3
Persembe,14:00,Erkek,Agirlik Istasyonu,Standart,24,7.0
Persembe,14:00,Erkek,Kardiyo,Standart,15,7.2
Persembe,14:00,Erkek,Yuzme Havuzu,Standart,6,8.5
Persembe,14:00,Erkek,Grup Stüdyosu,Ogrenci,13,7.9
Persembe,14:00,Erkek,SPA & Sauna,Premium,12,8.9
Persembe,14:00,Kadin,Agirlik Istasyonu,Standart,15,6.6
Persembe,14:00,Kadin,Kardiyo,Premium,17,7.9
Persembe,14:00,Kadin,Yuzme Havuzu,Standart,12,8.2
Persembe,14:00,Kadin,Grup Stüdyosu,VIP,26,6.6
Persembe,14:00,Kadin,SPA & Sauna,Premium,4,7.6
Persembe,15:00,Erkek,Agirlik Istasyonu,Ogrenci,12,7.9
Persembe,15:00,Erkek,Kardiyo,Standart,9,6.9
Persembe,15:00,Erkek,Yuzme Havuzu,VIP,2,7.1
Persembe,15:00,Erkek,Grup Stüdyosu,Standart,2,9.7
Persembe,15:00,Erkek,SPA & Sauna,Standart,14,9.1
Persembe,15:00,Kadin,Agirlik Istasyonu,VIP,15,8.4
Persembe,15:00,Kadin,Kardiyo,Standart,20,8.7
Persembe,15:00,Kadin,Yuzme Havuzu,Standart,15,7.5
Persembe,15:00,Kadin,Grup Stüdyosu,Ogrenci,28,5.8
Persembe,15:00,Kadin,SPA & Sauna,Standart,10,8.7
Persembe,16:00,Erkek,Agirlik Istasyonu,Ogrenci,6,8.4
Persembe,16:00,Erkek,Kardiyo,Ogrenci,12,6.4
Persembe,16:00,Erkek,Yuzme Havuzu,Premium,14,8.2
Persembe,16:00,Erkek,Grup Stüdyosu,Premium,8,9.6
Persembe,16:00,Erkek,SPA & Sauna,Ogrenci,9,7.6
Persembe,16:00,Kadin,Agirlik Istasyonu,Ogrenci,15,7.2
Persembe,16:00,Kadin,Kardiyo,Standart,23,7.8
Persembe,16:00,Kadin,Yuzme Havuzu,Ogrenci,11,8.8
Persembe,16:00,Kadin,Grup Stüdyosu,Ogrenci,14,7.2
Persembe,16:00,Kadin,SPA & Sauna,Standart,4,9.4
Persembe,17:00,Erkek,Agirlik Istasyonu,Standart,21,7.6
Persembe,17:00,Erkek,Kardiyo,Ogrenci,25,8.3
Persembe,17:00,Erkek,Yuzme Havuzu,Ogrenci,18,6.9
Persembe,17:00,Erkek,Grup Stüdyosu,VIP,24,7.6
Persembe,17:00,Erkek,SPA & Sauna,VIP,15,7.9
Persembe,17:00,Kadin,Agirlik Istasyonu,Standart,12,7.2
Persembe,17:00,Kadin,Kardiyo,Ogrenci,22,7.0
Persembe,17:00,Kadin,Yuzme Havuzu,Premium,12,8.4
Persembe,17:00,Kadin,Grup Stüdyosu,Premium,18,7.4
Persembe,17:00,Kadin,SPA & Sauna,Premium,19,8.4
Persembe,18:00,Erkek,Agirlik Istasyonu,VIP,31,8.1
Persembe,18:00,Erkek,Kardiyo,VIP,15,8.1
Persembe,18:00,Erkek,Yuzme Havuzu,VIP,23,8.1
Persembe,18:00,Erkek,Grup Stüdyosu,VIP,18,6.8
Persembe,18:00,Erkek,SPA & Sauna,Ogrenci,23,6.4
Persembe,18:00,Kadin,Agirlik Istasyonu,VIP,20,8.7
Persembe,18:00,Kadin,Kardiyo,Standart,32,7.6
Persembe,18:00,Kadin,Yuzme Havuzu,VIP,13,8.2
Persembe,18:00,Kadin,Grup Stüdyosu,Premium,33,6.6
Persembe,18:00,Kadin,SPA & Sauna,VIP,13,7.8
Persembe,19:00,Erkek,Agirlik Istasyonu,Standart,37,7.9
Persembe,19:00,Erkek,Kardiyo,Premium,19,7.3
Persembe,19:00,Erkek,Yuzme Havuzu,Ogrenci,15,6.3
Persembe,19:00,Erkek,Grup Stüdyosu,VIP,21,6.3
Persembe,19:00,Erkek,SPA & Sauna,VIP,12,8.4
Persembe,19:00,Kadin,Agirlik Istasyonu,VIP,23,6.4
Persembe,19:00,Kadin,Kardiyo,Ogrenci,22,6.4
Persembe,19:00,Kadin,Yuzme Havuzu,Premium,21,7.0
Persembe,19:00,Kadin,Grup Stüdyosu,Standart,12,6.7
Persembe,19:00,Kadin,SPA & Sauna,Ogrenci,14,7.0
Persembe,20:00,Erkek,Agirlik Istasyonu,Premium,33,5.9
Persembe,20:00,Erkek,Kardiyo,Ogrenci,15,7.0
Persembe,20:00,Erkek,Yuzme Havuzu,Ogrenci,15,7.6
Persembe,20:00,Erkek,Grup Stüdyosu,Ogrenci,13,8.8
Persembe,20:00,Erkek,SPA & Sauna,Premium,22,6.1
Persembe,20:00,Kadin,Agirlik Istasyonu,Standart,13,7.6
Persembe,20:00,Kadin,Kardiyo,Ogrenci,16,6.3
Persembe,20:00,Kadin,Yuzme Havuzu,Premium,18,7.3
Persembe,20:00,Kadin,Grup Stüdyosu,Ogrenci,30,6.2
Persembe,20:00,Kadin,SPA & Sauna,Premium,18,7.6
Persembe,21:00,Erkek,Agirlik Istasyonu,VIP,16,8.8
Persembe,21:00,Erkek,Kardiyo,VIP,4,7.8
Persembe,21:00,Erkek,Yuzme Havuzu,Ogrenci,7,8.7
Persembe,21:00,Erkek,Grup Stüdyosu,Ogrenci,2,8.9
Persembe,21:00,Erkek,SPA & Sauna,Standart,1,9.6
Persembe,21:00,Kadin,Agirlik Istasyonu,Premium,2,9.2
Persembe,21:00,Kadin,Kardiyo,Premium,11,9.2
Persembe,21:00,Kadin,Yuzme Havuzu,Premium,14,6.9
Persembe,21:00,Kadin,Grup Stüdyosu,Standart,16,6.2
Persembe,21:00,Kadin,SPA & Sauna,Standart,13,7.9
Persembe,22:00,Erkek,Agirlik Istasyonu,VIP,18,8.2
Persembe,22:00,Erkek,Kardiyo,Standart,14,7.7
Persembe,22:00,Erkek,Yuzme Havuzu,Premium,15,9.1
Persembe,22:00,Erkek,Grup Stüdyosu,Premium,11,6.9
Persembe,22:00,Erkek,SPA & Sauna,Standart,7,9.6
Persembe,22:00,Kadin,Agirlik Istasyonu,Standart,13,8.0
Persembe,22:00,Kadin,Kardiyo,VIP,20,8.9
Persembe,22:00,Kadin,Yuzme Havuzu,Standart,2,8.2
Persembe,22:00,Kadin,Grup Stüdyosu,Standart,21,8.0
Persembe,22:00,Kadin,SPA & Sauna,Ogrenci,5,8.5
Cuma,07:00,Erkek,Agirlik Istasyonu,Ogrenci,24,6.0
Cuma,07:00,Erkek,Kardiyo,Ogrenci,2,9.1
Cuma,07:00,Erkek,Yuzme Havuzu,Standart,13,7.0
Cuma,07:00,Erkek,Grup Stüdyosu,Ogrenci,5,9.6
Cuma,07:00,Erkek,SPA & Sauna,Premium,3,9.3
Cuma,07:00,Kadin,Agirlik Istasyonu,Premium,8,8.5
Cuma,07:00,Kadin,Kardiyo,Standart,21,6.3
Cuma,07:00,Kadin,Yuzme Havuzu,Standart,14,7.5
Cuma,07:00,Kadin,Grup Stüdyosu,Standart,27,8.0
Cuma,07:00,Kadin,SPA & Sauna,Ogrenci,7,8.2
Cuma,08:00,Erkek,Agirlik Istasyonu,Premium,23,8.8
Cuma,08:00,Erkek,Kardiyo,Premium,9,6.8
Cuma,08:00,Erkek,Yuzme Havuzu,Ogrenci,5,7.2
Cuma,08:00,Erkek,Grup Stüdyosu,Premium,2,7.1
Cuma,08:00,Erkek,SPA & Sauna,Standart,5,7.3
Cuma,08:00,Kadin,Agirlik Istasyonu,Premium,7,8.1
Cuma,08:00,Kadin,Kardiyo,VIP,15,7.3
Cuma,08:00,Kadin,Yuzme Havuzu,VIP,3,9.0
Cuma,08:00,Kadin,Grup Stüdyosu,Ogrenci,28,7.9
Cuma,08:00,Kadin,SPA & Sauna,Premium,9,8.5
Cuma,09:00,Erkek,Agirlik Istasyonu,VIP,13,8.9
Cuma,09:00,Erkek,Kardiyo,Premium,3,9.4
Cuma,09:00,Erkek,Yuzme Havuzu,VIP,13,6.8
Cuma,09:00,Erkek,Grup Stüdyosu,Standart,1,7.4
Cuma,09:00,Erkek,SPA & Sauna,Premium,6,6.8
Cuma,09:00,Kadin,Agirlik Istasyonu,Ogrenci,11,9.4
Cuma,09:00,Kadin,Kardiyo,Ogrenci,23,7.2
Cuma,09:00,Kadin,Yuzme Havuzu,Premium,8,7.2
Cuma,09:00,Kadin,Grup Stüdyosu,Ogrenci,18,8.0
Cuma,09:00,Kadin,SPA & Sauna,Premium,7,9.6
Cuma,10:00,Erkek,Agirlik Istasyonu,Standart,15,8.9
Cuma,10:00,Erkek,Kardiyo,Ogrenci,6,9.1
Cuma,10:00,Erkek,Yuzme Havuzu,VIP,10,6.7
Cuma,10:00,Erkek,Grup Stüdyosu,Premium,13,9.3
Cuma,10:00,Erkek,SPA & Sauna,VIP,7,7.6
Cuma,10:00,Kadin,Agirlik Istasyonu,Standart,11,7.9
Cuma,10:00,Kadin,Kardiyo,Standart,12,8.6
Cuma,10:00,Kadin,Yuzme Havuzu,VIP,6,9.6
Cuma,10:00,Kadin,Grup Stüdyosu,Standart,18,9.1
Cuma,10:00,Kadin,SPA & Sauna,Ogrenci,7,7.2
Cuma,11:00,Erkek,Agirlik Istasyonu,VIP,11,8.1
Cuma,11:00,Erkek,Kardiyo,VIP,3,7.5
Cuma,11:00,Erkek,Yuzme Havuzu,VIP,10,8.5
Cuma,11:00,Erkek,Grup Stüdyosu,VIP,3,7.5
Cuma,11:00,Erkek,SPA & Sauna,Premium,7,7.3
Cuma,11:00,Kadin,Agirlik Istasyonu,Ogrenci,7,8.4
Cuma,11:00,Kadin,Kardiyo,Premium,12,8.8
Cuma,11:00,Kadin,Yuzme Havuzu,Ogrenci,15,6.4
Cuma,11:00,Kadin,Grup Stüdyosu,Standart,17,6.6
Cuma,11:00,Kadin,SPA & Sauna,VIP,6,7.5
Cuma,12:00,Erkek,Agirlik Istasyonu,Premium,26,8.2
Cuma,12:00,Erkek,Kardiyo,Ogrenci,10,8.8
Cuma,12:00,Erkek,Yuzme Havuzu,Ogrenci,5,6.9
Cuma,12:00,Erkek,Grup Stüdyosu,Standart,4,7.8
Cuma,12:00,Erkek,SPA & Sauna,Standart,4,8.7
Cuma,12:00,Kadin,Agirlik Istasyonu,Standart,9,7.5
Cuma,12:00,Kadin,Kardiyo,VIP,20,6.9
Cuma,12:00,Kadin,Yuzme Havuzu,Premium,2,8.4
Cuma,12:00,Kadin,Grup Stüdyosu,Standart,27,7.6
Cuma,12:00,Kadin,SPA & Sauna,VIP,11,7.4
Cuma,13:00,Erkek,Agirlik Istasyonu,Premium,26,8.6
Cuma,13:00,Erkek,Kardiyo,VIP,12,8.8
Cuma,13:00,Erkek,Yuzme Havuzu,VIP,5,8.9
Cuma,13:00,Erkek,Grup Stüdyosu,Premium,4,7.3
Cuma,13:00,Erkek,SPA & Sauna,Standart,15,8.1
Cuma,13:00,Kadin,Agirlik Istasyonu,Standart,2,8.5
Cuma,13:00,Kadin,Kardiyo,VIP,17,7.5
Cuma,13:00,Kadin,Yuzme Havuzu,VIP,3,8.5
Cuma,13:00,Kadin,Grup Stüdyosu,Ogrenci,30,5.6
Cuma,13:00,Kadin,SPA & Sauna,Premium,14,7.1
Cuma,14:00,Erkek,Agirlik Istasyonu,Standart,23,8.0
Cuma,14:00,Erkek,Kardiyo,Standart,13,7.7
Cuma,14:00,Erkek,Yuzme Havuzu,Standart,11,9.0
Cuma,14:00,Erkek,Grup Stüdyosu,Standart,9,8.5
Cuma,14:00,Erkek,SPA & Sauna,Premium,9,8.5
Cuma,14:00,Kadin,Agirlik Istasyonu,Ogrenci,2,8.8
Cuma,14:00,Kadin,Kardiyo,Ogrenci,22,6.6
Cuma,14:00,Kadin,Yuzme Havuzu,VIP,8,8.8
Cuma,14:00,Kadin,Grup Stüdyosu,Ogrenci,12,8.3
Cuma,14:00,Kadin,SPA & Sauna,Premium,7,7.3
Cuma,15:00,Erkek,Agirlik Istasyonu,VIP,17,7.2
Cuma,15:00,Erkek,Kardiyo,Standart,11,9.1
Cuma,15:00,Erkek,Yuzme Havuzu,Premium,1,7.7
Cuma,15:00,Erkek,Grup Stüdyosu,Standart,2,7.9
Cuma,15:00,Erkek,SPA & Sauna,Premium,13,7.1
Cuma,15:00,Kadin,Agirlik Istasyonu,Premium,15,7.1
Cuma,15:00,Kadin,Kardiyo,Standart,13,6.9
Cuma,15:00,Kadin,Yuzme Havuzu,VIP,7,8.9
Cuma,15:00,Kadin,Grup Stüdyosu,Premium,17,7.9
Cuma,15:00,Kadin,SPA & Sauna,VIP,13,9.1
Cuma,16:00,Erkek,Agirlik Istasyonu,VIP,17,6.2
Cuma,16:00,Erkek,Kardiyo,Premium,8,7.5
Cuma,16:00,Erkek,Yuzme Havuzu,VIP,1,8.1
Cuma,16:00,Erkek,Grup Stüdyosu,VIP,4,9.6
Cuma,16:00,Erkek,SPA & Sauna,Standart,9,9.5
Cuma,16:00,Kadin,Agirlik Istasyonu,Ogrenci,14,9.0
Cuma,16:00,Kadin,Kardiyo,Ogrenci,21,7.5
Cuma,16:00,Kadin,Yuzme Havuzu,VIP,4,9.1
Cuma,16:00,Kadin,Grup Stüdyosu,Premium,13,7.2
Cuma,16:00,Kadin,SPA & Sauna,Ogrenci,4,7.6
Cuma,17:00,Erkek,Agirlik Istasyonu,VIP,25,6.8
Cuma,17:00,Erkek,Kardiyo,VIP,11,7.3
Cuma,17:00,Erkek,Yuzme Havuzu,VIP,18,7.8
Cuma,17:00,Erkek,Grup Stüdyosu,Standart,13,8.7
Cuma,17:00,Erkek,SPA & Sauna,Premium,19,7.7
Cuma,17:00,Kadin,Agirlik Istasyonu,Premium,21,7.9
Cuma,17:00,Kadin,Kardiyo,VIP,35,7.8
Cuma,17:00,Kadin,Yuzme Havuzu,Premium,24,7.2
Cuma,17:00,Kadin,Grup Stüdyosu,Ogrenci,18,7.4
Cuma,17:00,Kadin,SPA & Sauna,VIP,10,7.4
Cuma,18:00,Erkek,Agirlik Istasyonu,Ogrenci,20,6.1
Cuma,18:00,Erkek,Kardiyo,Premium,11,9.2
Cuma,18:00,Erkek,Yuzme Havuzu,VIP,15,7.7
Cuma,18:00,Erkek,Grup Stüdyosu,VIP,17,6.5
Cuma,18:00,Erkek,SPA & Sauna,Premium,19,8.4
Cuma,18:00,Kadin,Agirlik Istasyonu,Premium,19,8.6
Cuma,18:00,Kadin,Kardiyo,Premium,24,7.9
Cuma,18:00,Kadin,Yuzme Havuzu,Standart,25,7.3
Cuma,18:00,Kadin,Grup Stüdyosu,Premium,20,6.8
Cuma,18:00,Kadin,SPA & Sauna,Premium,14,7.3
Cuma,19:00,Erkek,Agirlik Istasyonu,Standart,35,5.5
Cuma,19:00,Erkek,Kardiyo,Ogrenci,19,6.6
Cuma,19:00,Erkek,Yuzme Havuzu,VIP,12,7.4
Cuma,19:00,Erkek,Grup Stüdyosu,Standart,23,8.7
Cuma,19:00,Erkek,SPA & Sauna,VIP,15,7.0
Cuma,19:00,Kadin,Agirlik Istasyonu,Standart,20,8.5
Cuma,19:00,Kadin,Kardiyo,Standart,32,8.4
Cuma,19:00,Kadin,Yuzme Havuzu,VIP,13,7.7
Cuma,19:00,Kadin,Grup Stüdyosu,Standart,27,7.0
Cuma,19:00,Kadin,SPA & Sauna,VIP,13,8.5
Cuma,20:00,Erkek,Agirlik Istasyonu,Standart,23,7.0
Cuma,20:00,Erkek,Kardiyo,VIP,14,6.8
Cuma,20:00,Erkek,Yuzme Havuzu,Standart,11,7.7
Cuma,20:00,Erkek,Grup Stüdyosu,Ogrenci,22,6.6
Cuma,20:00,Erkek,SPA & Sauna,Standart,15,6.7
Cuma,20:00,Kadin,Agirlik Istasyonu,VIP,20,8.1
Cuma,20:00,Kadin,Kardiyo,VIP,33,7.3
Cuma,20:00,Kadin,Yuzme Havuzu,VIP,16,8.1
Cuma,20:00,Kadin,Grup Stüdyosu,Ogrenci,38,6.2
Cuma,20:00,Kadin,SPA & Sauna,Premium,19,8.4
Cuma,21:00,Erkek,Agirlik Istasyonu,VIP,21,7.7
Cuma,21:00,Erkek,Kardiyo,Ogrenci,14,6.5
Cuma,21:00,Erkek,Yuzme Havuzu,Standart,9,6.8
Cuma,21:00,Erkek,Grup Stüdyosu,Ogrenci,9,7.8
Cuma,21:00,Erkek,SPA & Sauna,VIP,15,7.0
Cuma,21:00,Kadin,Agirlik Istasyonu,Premium,8,7.3
Cuma,21:00,Kadin,Kardiyo,Standart,28,7.2
Cuma,21:00,Kadin,Yuzme Havuzu,VIP,4,9.7
Cuma,21:00,Kadin,Grup Stüdyosu,Standart,7,6.8
Cuma,21:00,Kadin,SPA & Sauna,Ogrenci,13,7.4
Cuma,22:00,Erkek,Agirlik Istasyonu,Premium,13,7.2
Cuma,22:00,Erkek,Kardiyo,VIP,5,8.8
